	Tweet
4959	Learn practical steps for advancing your TMF with The Veeva TMF Maturity Model for Life Sciences. Visit booth 405. #SCOPE2016
4960	Learn how to adapt your #medicalaffairs organization to the new paradigm. Live webinar on Feb 24. Register here  https://t.co/36W3oUdClt
4961	Reduce the unknown risks of unmanaged promotional claims in #lifesciences  https://t.co/73M65660TE #pharmamktg
4962	Evaluate the current state of your TMF, compare it to the industry, &amp; define steps to achieve your target TMF state. Booth 405. #SCOPE2016
4963	The demand for #digitalcontent can challenge any operations group. #Pharma #contentmarketing must evolve. Learn more  https://t.co/xXj5J0oVgB
4964	Register Now: The Evolution of #MedicalAffairs: Creating Competitive Advantage  https://t.co/36W3oUdClt @veevasystems #msl
4965	Learn how to create stronger relationships across the stakeholder network. Click here &lt;  https://t.co/ExO0tElkQy #pharma #medicalaffairs
4966	Résultats enquête: quels sont aujourd’hui les challenges de gestion de contenu commercial dans le milieu #pharma?  https://t.co/xGqvNzCp1Q
4967	Want to improve your TMF but aren’t sure where to start? The Veeva TMF Maturity Model for Life Sciences can help  https://t.co/vCUfYpMLxl
4968	How do you identify stakeholders and engage them effectively in different product life cycle stages?  https://t.co/ExO0tElkQy #medicalaffairs
4969	Does your company have the tools to implement a successful #pharma #contentmarketing strategy? Register to find out:  https://t.co/xXj5J0oVgB
4970	#Healthcare in the US is the most costly in the world. #VeevaSystems &amp; others share insights &amp; potential solutions:  https://t.co/bmSocwhgKV
4971	Outline your organization’s TMF goals and objectives with the Veeva TMF Maturity Model for Life Sciences  https://t.co/vCUfYpMLxl
4972	Welcome to the new era of customer-facing #digitaltools for #pharma. Learn how to get content to market faster -  https://t.co/xXj5J0oVgB
4973	Global survey analyzes 200+ industry professionals to identify #commercialcontent management challenges. Results –  https://t.co/Ep7KkmYdr2
4974	Learn how #medicalaffairs can create a competitive advantage for their organization. Register for 2/24 live webinar  https://t.co/36W3oUdClt
4975	Simplify control and visibility of promotional claims  https://t.co/73M65660TE #pharma
4976	Regulatory processes anywhere in the world. Watch the recorded joint webinar between EXTEDO &amp; Veeva #TriedandProven  https://t.co/dGBWjkjGP9
4977	89% of #lifesciences companies are using two or more tools to manage #commercialcontent, according to global survey:  https://t.co/Ep7KkmYdr2
4978	The demand for #digitalcontent can challenge any operations group. #Pharma #contentmarketing must evolve. Learn more  https://t.co/xXj5J0oVgB
4979	Try our TMF Maturity Model to evaluate the state of your TMF and get a roadmap of where (and how) to improve  https://t.co/vCUfYpMLxl
4980	Study reveals LS industry’s patchwork approach to commercial content management &amp; need for efficient solution  https://t.co/BI1QMuDJJO
4981	Better track the impact your medical teams have on your organization's objectives  https://t.co/q98ojYLPMW #MSL
4982	Global survey reveals that 63% of respondents are still manually withdrawing their #commercialcontent. Full results:  https://t.co/Ep7KkmYdr2
4983	Where is the industry with TMF, and where is it looking to go? Find out and see how you compare   https://t.co/vCUfYpMLxl
4984	Global survey highlights the challenges with existing approaches to #commercialcontent management . More:  https://t.co/Sk0pkwI3fR
4985	CROs are driving the urgent change from paper to digital for tracking clinical trials. @ContractPharma  https://t.co/e6RsrghJPt
4986	It's​ a wrap @ArenaIntOCT! Take the online evaluation to learn how to advance your TMF along the maturity continuum.  https://t.co/nIBoCI4KUo
4987	Evaluate the current state of your TMF, compare it to the industry, &amp; define steps to achieve your target TMF state. Booth 75 @ArenaIntOCT
4988	The results are in! Global survey identifies how to improve  #commercialcontent management. Read more on our blog:  https://t.co/Sk0pkwI3fR
4989	As the #healthcare landscape continues to change, how can #medicalaffairs keep pace? Watch to learn!  https://t.co/2rQEwyIYZ2
4990	Minimizing Risky Business: A New Model to Gain Control Over Unmanaged Promotional Claims  https://t.co/73M65660TE #lifesciences #hcmktg
4991	Learn how top #LifeSciences companies drive efficiency &amp; #compliance with their #contentmanagement  https://t.co/kagChPqxSG
4992	Looking to improve your eTMF? Visit us at booth 75 at OCT West Coast, 2/10-2/11 in San Mateo, CA.
4993	The Veeva TMF Maturity Model for Life Sciences provides practical steps for advancing your TMF. Visit us @ArenaIntOCT to learn more.
4994	The full results for the Veeva 2015 #LifeSciences Commercial Content Management Survey are available for download:  https://t.co/Ep7KkmYdr2
4995	Evaluate the current state of your TMF, compare it to the industry, &amp; define steps to achieve your target TMF state. Booth 75 @ArenaIntOCT
4996	At DIA #RSIDM2016? Benchmark your reg processes by taking the RIM survey at booth 303 and to pick up your prize!
4997	Outline your organization’s TMF goals and objectives with the Veeva TMF Maturity Model for Life Sciences  https://t.co/vCUfYpMLxl
4998	Veeva Systems announces full results for 2015 #LifeSciences Commercial Content Management Survey. Read more:  https://t.co/AQESPHIrHf
4999	#Medicalaffairs must build meaningful relationships w/ a spectrum of stakeholders, from KOLs to payers. Learn how  https://t.co/wcDUYsoLG7
5000	Learn how to move along the TMF maturity continuum at OCT West Coast 2/10-2/11 in San Mateo, CA. Visit us at booth 75.
5001	Learn how to adapt your #medicalaffairs organization to the new paradigm. Live webinar on Feb 24. Register here  https://t.co/36W3oUdClt
5002	How well do you manage regulatory events? See how you compare with the industry. Visit Veeva booth 303 at DIA #RSIDM2016.
5003	As the #healthcare landscape shifts, how must #medicalaffairs evolve? Learn now!  https://t.co/2rQEwyIYZ2 #pharma  https://t.co/ZiKqy5QY3t
5004	How do your regulatory processes compare? Visit booth 303 at DIA #RSIDM2016 to take the RIM survey and find out.
5005	Now presenting findings from our interviews with regulatory professionals on how they manage health authority interactions. #RSIDM2016
5006	How do your peers track and manage regulatory events? Find out in the 8:30 a.m. session today at DIA #RSIDM2016.
5007	Are you optimizing customer content for #Multichannel? Gain insights from @digitalOi  https://t.co/kagChPqxSG
5008	New stakeholders, complex data, &amp; changing pipelines. Learn how #medicalaffairs can adapt to industry change  https://t.co/2rQEwyIYZ2 #pharma
5009	Happy #ChineseNewYear !  https://t.co/KOpvuISBBT
5010	Where is the industry with TMF, and where is it looking to go? Find out and see how you compare   https://t.co/vCUfYpMLxl
5011	Learn how top #LifeSciences companies drive efficiency &amp; #compliance with their #contentmanagement  https://t.co/kagChPqxSG
5012	CROs are driving the urgent change from paper to digital for tracking clinical trials. @ContractPharma  https://t.co/e6RsrghJPt
5013	Are you optimizing customer content for #Multichannel? Gain insights from @digitalOi  https://t.co/kagChPqxSG
5014	.@PharmaVoice celebrates their 15-yr anniversary by looking back at how the industry has changed &amp; what lies ahead:  https://t.co/iQ50fmrVzZ
5015	Recorded webinar available! EXTEDO eCTDmanager &amp; Veeva Vault Integration #TriedandProven  https://t.co/dGBWjkjGP9
5016	Congratulations to @PharmaVOICE and the editorial team on 15 years of success. Read Reflections &amp; Predictions:  https://t.co/iQ50fmrVzZ
5017	Register Now: The Evolution of #MedicalAffairs: Creating Competitive Advantage  https://t.co/36W3oUdClt @veevasystems #msl
5018	Try our TMF Maturity Model to evaluate the state of your TMF and get a roadmap of where (and how) to improve  https://t.co/vCUfYpMLxl
5019	Are you optimizing customer content for #Multichannel? Gain insights from @digitalOi  https://t.co/kagChPqxSG
5020	Learn how top #LifeSciences companies drive efficiency &amp; #compliance with their #contentmanagement  https://t.co/kagChPI9hg
5021	Improve the chain of custody for promotional claims throughout their lifecycle  https://t.co/73M65660TE #lifesciences
5022	Learn how #medicalaffairs can create a competitive advantage for their organization. Register for 2/24 live webinar  https://t.co/36W3oUdClt
5023	Want to improve your TMF but aren’t sure where to start? The Veeva TMF Maturity Model for Life Sciences can help  https://t.co/vCUfYpMLxl
5024	#PharmaMarketing has changed &amp; #digitalmedia is king. How do we maintain #compliance in this connected landscape?  https://t.co/7Z4sUWwPr6
5025	Viva la Veeva 🎈 #VeevAnniversary  https://t.co/JZdi9gZhqz
5026	CROs are driving the urgent change from paper to digital for tracking clinical trials. @ContractPharma  https://t.co/e6Rsrg08XV
5027	Remove the burden of unmanaged promotional claims. Learn how  https://t.co/73M65660TE #pharma
5028	#Digitalmedia dominates life sciences marketing – how do we stay #compliant?  https://t.co/7Z4sUWwPr6
5029	Outline your organization’s TMF goals and objectives with the Veeva TMF Maturity Model for Life Sciences  https://t.co/vCUfYpMLxl
5030	Learn how to adapt your #medicalaffairs organization to the new paradigm. Live webinar on Feb 24. Register here  https://t.co/36W3oUdClt
5031	Simplify control and visibility of promotional claims  https://t.co/73M65660TE #pharma
5032	NOW IN LIVE - EXTEDO eCTDmanager demonstration happening right now! Join us!  https://t.co/8PMlSB3xSR
5033	.@FinancialTimes examine 'blitzscalers', companies like @veevasystems  that stay ahead by growing quickly.  https://t.co/wCx2IzjcXa
5034	CROs are driving paperless processes in #lifesciences according to Veeva survey @IPTmag  https://t.co/gIX8qeWJvR
5035	LIVE DEMO TOMORROW – EXTEDO eCTDmanager and Veeva Vault Integration: Tried, Proven, and Positioned  https://t.co/8PMlSALX1j
5036	New Veeva #CRM Suggestions offers next best action for #pharma reps to take with customers.  https://t.co/dYTiK6uSeu
5037	Read 3 key #medicalaffairs insights from top #pharma on adapting to #lifesciences market changes and trends.  https://t.co/YQ11kpjjgB
5038	Where is the industry with TMF, and where is it looking to go? Find out and see how you compare   https://t.co/vCUfYpMLxl
5039	Come by our booth at #PharmaConf to discover Veeva #CRM Suggestions &amp; how it improves sales productivity  https://t.co/dYTiK6dgPU
5040	Today we are announcing Veeva #CRM Suggestions at @PharmaConf. Visit us to find out more  https://t.co/dYTiK6uSeu
5041	Are you ready for #PharmaConf? Let's meet at our booth!
5042	Do you allow user generated content on you website and social? Learn to manage to reduce your risk.  https://t.co/MTOclZxC1R @ReedSmithHealth
5043	By speeding web to PDF conversion, #VeevaWeb2PDF helps agencies focus on more strategic activities.  https://t.co/aZK1F0xsLd
5044	Accelerate the review of #lifesciences commercial content by using #VeevaWeb2PDF, announced today:  https://t.co/aZK1F0xsLd
5045	New #VeevaWeb2PDF is open and available to all at no cost, speeding #digitalcontent review. Learn more:  https://t.co/aZK1F0xsLd
5046	Introducing #VeevaWeb2PDF: free solution converts web content to exact PDFs, automating manual processes.  https://t.co/aZK1F0xsLd
5047	Register Now: The Evolution of #MedicalAffairs: Creating Competitive Advantage  https://t.co/36W3oUdClt @veevasystems #msl
5048	Don’t miss our webinar tomorrow! Learn how to take control over your regulated documents in 4 weeks. Register:  https://t.co/7Evr7zrzQE
5049	See how you compare to the industry with the Veeva TMF Maturity Model for Life Sciences evaluation  https://t.co/vCUfYpMLxl
5050	Looking for an innovative method for moving regulatory content to the #cloud? Learn how at our live demo!  https://t.co/8PMlSALX1j
5051	Learn how to modernize your approach to promotional claims management  https://t.co/73M65660TE #lifesciences  https://t.co/qOcVD4x8c5
5052	That's a wrap @ExLPharma! Take the online evaluation to learn how to advance your TMF along the maturity continuum.  https://t.co/nIBoCI4KUo
5053	"The #FDA makes using ""real world"" device data in their decision-making a priority -  https://t.co/AcTzRSUsOg"
5054	EXTEDO eCTDmanager &amp; Veeva Vault Integration – Live Demo next week. Register today! #TriedandProven  https://t.co/8PMlSALX1j
5055	Learn to manage user generated content to limit your risk  https://t.co/MTOclZxC1R @veevasystems @ReedSmithHealth #pharma #regulatory #FDA
5056	The Veeva TMF Maturity Model for Life Sciences provides practical steps for advancing your TMF. Visit us @ExLPharma to learn more.
