	Tweet	sweet
6403	@AJMHealth Hi Andrew, we'll be tweeting highlights over the next 2 days so watch this space!	atus i andrew meet highlight next day watch space
6404	"""More customers have two Vaults than have one"" #VeevaEUCS"	more custom fault vevaal_caps_vevaeuc
6405	It's all about the speed! #multitenant #cloud #VeevaEUCS  http://t.co/8jaIyoxhVj	speed multiten cloud vevaal_caps_vevaeuc
6406	Matt Wallach shares his vision for the future of life sciences #cloud #VeevaEUCS	watt palac share vision futur life scienc cloud vevaal_caps_vevaeuc
6407	Dan Goldsmith shares insights on #lifesciences trends and commercial innovation #VeevaEUCS	an goldsmith share insight lifesci tend commerci innov vevaal_caps_vevaeuc
6408	New Veeva Network Provider Database delivers millions of #HCP, #HCO &amp; affiliations records to EU’s top 5 markets.  http://t.co/9PqwbNZFLZ	new eva network provid databas deliv million al_caps_hcp al_caps_hco adam affili record wa top market
6409	We are excited to have over 450 #lifesciences professionals here in Barcelona at #VeevaEUCS!	excit lifesci profession barcelona vevaal_caps_vevaeuc
6410	Welcome to day 1 of Veeva EU Commercial Summit! #VeevaEUCS	welcom day eva of commerci summit vevaal_caps_vevaeuc
6411	@LPWTraining we're glad to have you join us #VeevaEUCS	glad join vevaal_caps_vevaeuc
6412	Veeva’s Commercial Cloud joins interactions, data, and content to drive more effective #multichannel strategies  http://t.co/gQmqUEkyZ2	texa commerci loud join interact data content drive effect multichanel strateg
6413	The Veeva EU Commercial Summit Welcome Reception is underway in the Partner Pavilion! #VeevaEUCS	eva of commerci summit welcom recept underway partner pavilion vevaal_caps_vevaeuc
6414	Vital Therapies turns to Vault eTMF &amp; Vault Submissions to drive efficiency from study start-up through submissions:  http://t.co/YpOYyjOwEn	vital therapi turn fault eal_caps_etmf adam fault submiss drive effici studi start submiss
6415	Ensure data consistency across CTMS and eTMF with the @Medidata / Vault eTMF integration.  http://t.co/r9iR04vlKE	ensur data consist al_caps_ctm eal_caps_etmf atus fault eal_caps_etmf integr
6416	Vital Therapies readies clinical &amp; regulatory operations with cloud-based Veeva Vault eTMF &amp; Veeva Vault Submissions:  http://t.co/YpOYyjOwEn	vital therapi read clinic adam regulatori oper cloudbas eva fault eal_caps_etmf adam eva fault submiss
6417	Veeva’s growing data business delivers better #lifesciences customer #data worldwide  http://t.co/oZDXKJO9ch	texa grow data busi deliv better lifesci custom data worldwid
6418	Get benefits like real-time TMF completeness from the @Medidata CTMS / Vault eTMF integration. Read more  http://t.co/r9iR04vlKE	met benefit realiz al_caps_tmf complet atus al_caps_ctm fault eal_caps_etmf integr head
6419	Veeva Commercial Cloud unites customer data, compliant content &amp; #multichannel interactions for faster time-to-market  http://t.co/gQmqUEkyZ2	eva commerci loud unit custom data complaint content adam multichanel interact faster timetomarket
6420	New 10 minute webinar: Addressing the Shift in Medical Content Management  http://t.co/hmRWc9vkbD #lifesciences #pharma	new minut weimar address shift medic content manag lifesci parma
6421	The @Medidata CTMS-Vault eTMF integration has arrived. Here are the benefits our mutual customers receive  http://t.co/r9iR04vlKE	atus al_caps_ctmsvaultault eal_caps_etmf integr arriv were benefit mutual custom receiv
6422	Back from #e4pmce? Want to learn more about marketing to multifaceted customers in a coordinated way?  http://t.co/Z4ErexQsvn #hcmktg	back peac want learn market multifacet custom coordin way hcmktg
6423	New on-demand webinar: Addressing the Shift in Medical Content Management. Watch now:  http://t.co/hmRWc9vkbD #lifesciences #pharma	new demand weimar address shift medic content manag watch lifesci parma
6424	Missed @eyeforpharma Multichannel Engagement? See coordinated multichannel marketing in action:  http://t.co/Z4ErexQsvn  #e4pmce #pharmamktg	kiss atus multichanel engag see coordin multichanel market action peac pharmamktg
6425	Don't miss our webinar tomorrow - Shorten Review Cycles for Regulated Documents. Wed, Nov. 19, 1 pm ET. Register now:  http://t.co/vbZ2KbdFeP	to miss weimar tomorrow shorten review cycl regul document red sov of regist
6426	Veeva Vault delivers single source of truth for #lifesciences content, uniting enterprise from R&amp;D to commercial.  http://t.co/Uz8mgwuKf7	eva fault deliv singl sourc truth lifesci content unit enterpris randampd commerci
6427	Get questions answered by #multichannel experts at the Veeva booth at @eyeforpharma #Multichannel Engagement USA 2014 #e4pmce #Pharmamktg	met question answer multichanel expert eva booth atus multichanel engag al_caps_usa peac pharmamktg
6428	Veeva CRM CoBrowse brings user-guided, digital detailing channel to the #cloud for life sciences. Read more:  http://t.co/4gRg5byvZx	eva al_caps_crm cobrows bring userguid digit detail channel cloud life scienc head
6429	Join @JeromeMead1 at #e4pmce: Aligning Digital and Personal: A Coordinated Approach to #Multichannel. #hcmktg #Pharmamktg @eyeforpharma	join atus peac align digit person A coordin approach multichanel hcmktg pharmamktg atus
6430	Learn to market to multifaceted customers in a coordinated way at @eyeforpharma Multichannel Engagement USA  http://t.co/Z4ErexQsvn #e4pmce	learn market multifacet custom coordin way atus multichanel engag al_caps_usa peac
6431	"""Enhancing Document Collaboration in the Cloud."" Webinar: Wednesday, Nov. 19, 10 a.m. PT / 1 p.m. ET.  Register now:  http://t.co/vbZ2KbdFeP"	enhanc document collabor loud seminar wednesday sov of of regist
6432	Aligning personal &amp; digital channels is key to a coordinated #multichannel strategy for life sciences. Learn more:   http://t.co/ayhfZ5rREm	align person adam digit channel key coordin multichanel strategi life scienc learn
6433	Webinar: Shorten Review Cycles For Regulated Documents in a Consumer-Web Experience.  Nov. 19, 1 p.m. ET. Register:  http://t.co/vbZ2KbdFeP	seminar shorten review cycl regul document consumerweb experi sov of regist
6434	Q&amp;A with Steve Gens: learn how the industry is harmonizing systems and processes globally.  http://t.co/rClLAhSxTF	qandampa steve ten learn industri harmon system process local
6435	Veeva named Most Innovative Tech Company of the year, among other industry accolades. Read the full story:  http://t.co/JXazSHUDL5	eva name most innov lech compani year industri accolad head full stori
6436	Veeva named Leader by Nucleus Research for 2nd consecutive year, &amp; is only life sciences provider in category.  http://t.co/lgTi5xqLtD	eva name leader nucleu research consecut year adam life scienc provid categori
6437	Webinar: Expedite Authoring and Review in a Secure and Controlled Environment. Join us Nov. 19, 1 p.m. ET.  Register:  http://t.co/tOrSQEk7Dm	seminar expedit tutor review secur control environ join sov of regist
6438	Get expert advice from Steve Gens on incorporating affiliates within global systems.  http://t.co/rClLAhSxTF	met expert advic steve ten incorpor affili global system
6439	Webinar: PleaseReview Integration with Veeva Vault - Shorten Review Cycles for Regulated Documents. Nov. 19, 1 pm ET:  http://t.co/tOrSQEk7Dm	seminar pleasereview integr eva fault shorten review cycl regul document sov of
6440	Missed Commercial Data 2014? Get accurate, up-to-date customer master data management in every country &amp; market  http://t.co/k00KTUaAPB #MDM	kiss commerci data met accur updat custom master data manag countri adam market al_caps_mdm
6441	Webinar: Enhancing Document Collaboration in the Cloud - PleaseReview Integration with Veeva Vault. Nov. 19, 1 pm ET:  http://t.co/tOrSQEk7Dm	seminar enhanc document collabor loud pleasereview integr eva fault sov of
6442	Webinar: PleaseReview Integration with Veeva Vault - Expedite Authoring and Review. Wed, Nov. 19, 1 pm ET. Register:  http://t.co/tOrSQEk7Dm	seminar pleasereview integr eva fault expedit tutor review red sov of regist
6443	Get questions answered by data and compliance experts at the Veeva booth during Commercial Data 2014  http://t.co/M2SHoyFkPK #MDM	met question answer data complianc expert eva booth commerci data al_caps_mdm
6444	Veeva R&amp;D Summit marks move among life sciences to unify key content &amp; processes w/ Vault for Single Source of Truth  http://t.co/6zrXbsPqF0	eva randampd summit mark move life scienc uniti key content adam process w fault singl sourc truth
6445	Join Commercial Data 2014 session today: Data Quality, Data Operations, and Globalization: Old Problem, New Approach  http://t.co/SmHpFUqYr6	join commerci data session today data qualiti data oper global old problem new approach
6446	Visit Veeva tomorrow at Commercial Data 2014 in Philadelphia  http://t.co/M2SHoyFkPK #MDM	visit eva tomorrow commerci data philadelphia al_caps_mdm
6447	Visit Veeva at Commercial Data 2014 to learn how to get accurate, up-to-date customer master data  http://t.co/aabC88xsin #MDM	visit eva commerci data learn get accur updat custom master data al_caps_mdm
6448	New Blog: Eli Lilly's CTO discusses transforming commercial operations with Veeva  http://t.co/16P82lETQ2 #DF14	new log ali oili al_caps_cto discu transform commerci oper eva of
6449	.@IBDinvestors highlights Veeva Systems as “one of the most successful cloud-based software companies”  http://t.co/xWkiYWwGsw #industrycloud	atus highlight eva system success cloudbas softwar compani industrycloud
6450	Barriers to paperless trials crumbling, reports article in @DrugInfoAssn’s Global Forum, citing largest #TMF survey  http://t.co/V3tvYJreer	barrier paper trial crumbl report articl atus global forum bite largest al_caps_tmf survey
6451	High-growth pharma increases efficiency &amp; reduces MLR review meetings with Vault PromoMats for promo materials mgmt:  http://t.co/LSF4Eq2obW	highgrowth parma increas effici adam reduc al_caps_mlr review meet fault promomat promo materi must
6452	With Veeva Vault PromoMats, fast-growing pharma drives more efficient promotional reviews. Read more:  http://t.co/LSF4Eq2obW	eva fault promomat fastgrow parma drive effici promot review head
6453	#CRO KCR selects Veeva Vault to improve #clinicaltrials with better collaboration &amp; control over documentation status  http://t.co/JRCu3Xy0yq	al_caps_cro al_caps_kcr select eva fault improv clinicaltri better collabor adam control document statu
6454	Find out why @NewPFMag says #cloud accessibility is one of the greatest advantages for global corporations.  http://t.co/wnUcubxdJl	mind atus say cloud inaccess greatest advantag global corpor
6455	The first annual R&amp;D Summit was a great success! Thank you to all our customers and partners who attended. #VeevaRDS14	first annual randampd summit great success thank custom partner attend vevaal_caps_vevard
